order,level_0,index,ID,int,vector
1200,7715,7715,17040,95268205270873955588429154278310415990476023688013600193059491797093565362893791761726489906272007094935415058075870830779479408682958061568,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1201,6936,6936,11869,12486994201263968925695619247182978483956501931137176476056286947131089941166418145191516249388616850970240922124496782751205127722862858802823168,00000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000100000000000001000000010000000011010000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1202,5533,5533,27651,762145642166990460096266896422657028599550659401539422142870944015135615630415211739418558749851815355714525130946513322843214602328722112512,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010010000000000000000010000011000000000101000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1203,4005,4005,11540,1524291284333980751000939530712976354353621249990615949337531242882300831578211305377141075850716173425575742009237369952811162466555663482880,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000010000000000000010000011010000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1204,1390,1390,520,24388660549343689392289056862667106246685394256108918653171146185183333351805515982709128532462537964054583738320649939395945322051812913577984,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000010000000000100000000010100000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1205,7891,7891,7760,6393341031047152089870864969401877640684214305582206982385744866281747617300693705037392874947560750076482305283230936365681584845072956988323790848,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000001000000010000000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1206,2308,2308,23672,3048582568667961332688920315887728586771269023015062697644819175634263303099179474830105314468830746131489465504153060284001557270189802782720,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000010000100000000010110000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1207,3605,3605,7402,6243497100631984462805502061762735694384092221730908442318538007567640714938295578037964800025019983002416826820675202933392432958612988175056896,00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000100100000000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1208,6883,6883,25301,99895953610111751404380424313387724206361699873548970442484372381515650355736845983830911252672745610220117812725284873232857215741627439471656960,00000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000010000000000100000000010110000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1209,4623,4623,29133,6243497100631984462932424787596713209872238937153551515134449463053815530086743170164379249653968878660739323852853518760260285128793312670515200,00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000100000000100000000010000100000110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1210,1599,1599,6222,372141426839393035583604019894099190882152211154336253478864607475569868604312539758576196299797326447371905169895219704874883777122271232,00000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000100010000000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1211,1580,1580,31798,3121748550315992231402771678793478956183776679875929845497399039853685202026775777644492140701687934921881267779322256013166935899737295358525440,00000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000001000000010000000010110000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1212,5886,5886,10052,2907354897351657895251055666022201795442674047879538545309905689240202908834972979423151747197174451023035362913130384831887550619582464,00000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000110000000000000000010000011010000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1213,3425,3425,6014,1598335257761788022467547011982111452186962481946095453940410004068246350899722403572701192386748377084262309416070920623741830929498128692725940224,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000000010000000100000000000100000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1214,2154,2154,29383,95268205270873955629724978500528399451614043570493649430139355133431539300129774430958209490146658366838472414705149874696563890421283946496,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000001000100000010100010000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1215,662,662,2913,6243497100631984463440116094408781937687531267745396412637154165702073083987846100213316816856782055946487650759165215438889559770028785809752064,00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010010000000000000010000000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1216,3214,3214,4538,6393341031047152089869680377602413922509729403744070684456278649910939478854325514091159982253846927324717827504352415390025004747666325156929732608,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000100000100010001010000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1217,2925,2925,16563,12786682062094304179739191483580993319160143656031265093923010638826746788773961527043697914874148618568192057903376032076029715466767305650129076224,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000100000100000010110000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1218,4471,4471,6668,24388660549343689476899056407464759291745721058240601375172893295033046731635365092811891257402860325457899953913188263433344245307325512941568,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000010000000000001000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1219,5119,5119,15368,24973988402527937851095085420349137669015345048509250306527363958419368467592829196845767177954616751634903266236374039102473926205742854283722752,00000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000010000010000000010100100000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1220,1522,1522,21627,6243497100631984462932424787675440265221675562610890029364569741186358890673165212964176248934275975883047083458185269363665697701091557639192576,00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000100010000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1221,1121,1121,10194,12786682062094304179739191483560824417238364231984479760271751584720514960770678935195536485762784896866183704097482601209835799158923922829427605504,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000100000000000100000010110000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1222,4646,4646,17848,6097165137335922496147510099897333359310215538205394711449322747008130142066042465211572673214503028478008339942005413522933439069645728382976,00000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000001000000000010000001000000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1223,6022,6022,6416,354901890078437874799200074408047550224337010502123444657268011501618759987389745062397617275180091552180988591475493426213895012352,00000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000110000000000000010000000011000000000101000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1224,1322,1322,8814,390218568789499029091930062429758119766158513436986993117424096781504489325501910356327696874554701078062901673436972969008663087795197064511488,00000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000010000000000100000000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1225,343,343,16216,6393341031047152089869680356944414917053721524579959111302809170874029201837732332860300037935816503262765869590197179817916156096224439513252888576,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000010000000001000000001000000100110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1226,4600,4600,21766,48777321098687378784567804899649037412985521522399142875999306224154698542734781210132809961370292880544520268800147033586571315451806139547648,00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000010000000000000010000000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1227,2460,2460,19053,49947976805055875702274951268693162095458998580322938079136648533174971413692259892115188292072688964506533450180417471441275858289814426192183296,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000001010000000010110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1228,6649,6649,21320,2977131414714890438864122382516209404550286644421959412651689868097129039845560667488609554875732356218727620166637647035377028281313263616,00000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000010000000000100000000010110000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1229,3089,3089,19875,1560874275157996115860029023602195484421882816936351180792787853895303949849828759139201988622166304321867072005688700123182761827109625177047040,00000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000100010000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1230,5449,5449,9724,99895953610111751404380341701565452597840804240822336831460382657795888458261602595752387088248828659666899698326644475920780606656320160369999872,00000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010010000000000000010000000010110000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1231,5086,5086,15775,1488565707357445219432061191258104702275143321299402161357778664034120520738017339693807902780383742499804692075822858470060284395514757120,00000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000100100000000010100000000101000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1232,5946,5946,14354,199791907220223502808591453115468255899457864876162019252710834420499508813894455564423745488774308847952535406072346410521257008799937914652852224,00000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000001000000000010000011010000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1233,4081,4081,15627,1453677448760444149456605602215646100937409302533067779883017589669831575742093842751433548311570545141576661227627514436728281402179584,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000010000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1234,4383,4383,28845,3121748550315992231550827557823170950178485701127502143555313971796894771447203790912537274253374916721997427713444799182254047608291991144628224,00000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000000000010000100000000000000100001000110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1235,2792,2792,3126,381072821083495166586114881954898331120824745974276411430412448185172238286991186205374979559404691756596391913419395838236448788071497859072,00000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000001000010000000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1236,6524,6524,3639,12194330274671844823064693450047395498144115144103845366084257473959884573768577393498785693268819352114292230753812030130541892828254693228544,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000100100000000010110000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1237,404,404,4370,12486994201263968925695619249704697260895329559102133601042345117485004082214279892661958902409340453991347894000385798336329207952785133046595584,00000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000010000000100000000010110000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1238,2552,2552,8298,49947976805055875702274786005331396632451572268892393485032474485516505102606578828154710616187995181062863334905678406123877631527233894234456064,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000100000000000000100000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1239,5104,5104,10811,181709681243132050805242618089269369293916937879165635947522502866694373062826151363967395007668647661712310363712794487112235921440768,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000010000010000000010100000000101000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1240,7879,7879,16305,780437137578998058014630926583534261223134682482219218570190258636101445767123117124886620497677572869546281527068027173811211114489618190303232,00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000110000000000000000010000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1241,3147,3147,26901,1524291284333980750969952532175933451277750219926571786018174705737784906012825414592443170940800968757725873563642857961260257951401082093568,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000100010000000000010000100001010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1242,5699,5699,23587,6097165137335922496147520186657005549592227947217217091496520885575593601735482285558024383909773671835191422737397341611994032217770411687936,00000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000010000000000010000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1243,6898,6898,26877,799167628880894011233710044618071563229905783051695802944211981765488560336921600191954188556015129258635382752311213781293736188368673235523338240,00000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000010010000000000000000100000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1244,5986,5986,11050,22713710303468053426883596605177138898377032332109399291793630454256164234984441977032560555105134134270407531693028537068346260062208,00000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000100000000000100000000010110000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1245,7781,7781,16145,1524291284333980750959623533894898510556454018621303866178726800149261048869811746377191748611885508821093497372739717070292349795869965418496,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000100100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1246,3682,3682,19439,1598335257761788022467547013273236391228068234191281204888840298713069289067192788465452053936029116873374574257872233902794723186633333754034126848,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000001000000100000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1247,4297,4297,7261,97554642197374757399905887003809610113481424794462998191064756659953799067104095794110983724237900383627152887176115945331724538354798358953984,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000100100000000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1248,7880,7880,28565,799167628880894011233858121316451495293404601694583953299863833608028067329848283865793916035058321557350823130376792413932713617105626242788360192,00000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010010000000000000010000000010110000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1249,263,263,10800,3196670515523576044934777047627187980166030435336441524582042846176103687749705250290648416246614739181259167985730994309036245265336739293690855424,00000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000010010000000011010000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1250,1218,1218,7097,190536410541747615189007935068465543314159501962079136797826256807534463976467586927398405085640285528262240103586294209533126030524004958208,00000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000001000000000100000000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1251,3196,3196,3942,24973988402527937851058396814080047559079876421438047891591856410420125727777570835570064789822798995530355463058526281371034277840619614148493312,00000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000001000000000100000010110000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1252,6399,6399,30743,3196670515523576044934924793646299514314173175086130283175144900136548538750704633088220593943833260530840674459209176074397286942280492956501671936,00000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010010000000000000000100000101010000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1253,7037,7037,2027,195109284394749514630580235567685225656871129520426294654979983048244525512996839008201888509083296927617461272267400603348418347901458759811072,00000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000100000000010000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1254,5689,5689,10051,1560874275157996115775413783945191766678637569932397418151669929737416917235649489540080490831593241870510823281480345655856890185900023229710336,00000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000010000010000000010110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1255,722,722,27645,11629419588898940596973311740093736225201519820881990355622822287541998230344567587511975675340311035098517403919361077771697090480570368,00000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000010000000000100000000010110000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1256,5557,5557,8143,12786682062094304179739191483560819501607220101716199126827051591217913789934065847343181182643173185546890433815592358853865035928481429619734478848,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000010000000100000000000100000010110000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1257,2324,2324,8800,97554642197374757907596225629859037166982884232954575639742554567130388849475644249877633896465382458939482600717655340748938840880111155150848,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000001000010000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1258,4486,4486,17136,5954262829429780877708701369959007147411282881823307441172621958520181013919653867828053017021668798779660620893450457724950793587196428288,00000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000001000100000001000110000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1259,3320,3320,19799,3121748550315992231550827719194087327512075315016310873685527127335584826978823281210425484468370699920681424879648028435548737705144846982840320,00000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000010000000000000100000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
